transID,corridorID,corridorName,direction,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStopsName,tapOutTime,stopEndSeq,hour_of_day,day_of_week,is_peak_hour,trip_duration_minutes
BGGG983N6E20FN,T21,Palem Semi - Bundaran Senayan,1.0,Islamic,-6.228521,106.61473,10,2023-04-13 06:40:43,Palem Semi 2,2023-04-13 07:34:27,12.0,6,Thursday,True,53.733333333333334
PGOO322A0Y59ZW,8E,Bintaro - Blok M,0.0,Kantor Pos Kebayoran Lama,-6.249119,106.778,19,2023-04-13 05:16:34,Pasar Kebayoran Lama,2023-04-13 06:03:06,23.0,5,Thursday,True,46.53333333333333
PVHT276D9S17TJ,JAK.23,Senen - Pisangan Baru,1.0,Jln. Pramuka 1,-6.195283,106.860021,10,2023-04-13 05:57:49,BPPK Jakarta,2023-04-13 06:57:47,16.0,5,Thursday,True,59.96666666666667
TFAF916J9Z80GC,5C,PGC - Juanda,0.0,Matraman Baru,-6.21288,106.86115,8,2023-04-13 06:43:49,Slamet Riyadi,2023-04-13 07:21:02,9.0,6,Thursday,True,37.21666666666667
NMWV296K7L45SJ,6M,Stasiun Manggarai - Blok M,0.0,Patra Kuningan,-6.232677,106.832087,8,2023-04-13 05:29:17,Gatot Subroto Jamsostek Arah Barat,2023-04-13 06:26:25,10.0,5,Thursday,True,57.13333333333333
LGQI708D8X52IY,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,Wisma Asia II,-6.189386,106.79791,19,2023-04-13 05:13:41,Simpang Kota Bambu Utara I,2023-04-13 05:46:56,24.0,5,Thursday,True,33.25
QFCX821D5U08ME,JAK.22,Dwikora - Penas Kalimalang,1.0,Mabes Au Dinas Psikologi,-6.251267,106.88826,9,2023-04-13 06:17:14,Simpang Mandala Maphalindo,2023-04-13 07:13:15,10.0,6,Thursday,True,56.016666666666666
UZGW347J5F94TR,5D,PGC 1 - Ancol,0.0,Cawang Otista,-6.243607,106.86876,4,2023-04-13 06:45:46,Gelanggang Remaja,2023-04-13 07:16:10,5.0,6,Thursday,True,30.4
JMBS159B2O87QR,JAK.21,Cililitan - Dwikora,1.0,Midi Utama Cililitan 1,-6.264014,106.86929,28,2023-04-13 05:07:25,Jln. Kelapa Gading III Cililitan Besar,2023-04-13 05:54:47,29.0,5,Thursday,True,47.36666666666667
JCLF702L7J49LL,5C,PGC - Juanda,0.0,Matraman 1,-6.19998,106.85443,11,2023-04-13 06:02:05,Kwitang,2023-04-13 06:36:16,16.0,6,Thursday,True,34.18333333333333
PCJC168P7G33IL,JAK.26,Rawamangun - Duren Sawit,1.0,Gg. Padi Pelita Cipinang,-6.211832,106.8877,19,2023-04-13 05:16:08,Sbr. GOR Pondok Bambu,2023-04-13 05:50:35,41.0,5,Thursday,True,34.45
RFVL458U6I29MU,L13E,Puri Beta - Kuningan (Express),0.0,Kuningan Madya,-6.21341,106.8305,10,2023-04-13 06:40:26,Latuharhary,2023-04-13 07:06:50,12.0,6,Thursday,True,26.4
OKYD883A5M53WQ,10D,Kampung Rambutan - Tanjung Priok,0.0,Cempaka Mas,-6.165888,106.8792,7,2023-04-13 05:14:23,Kayu Putih Rawasari,2023-04-13 06:05:15,10.0,5,Thursday,True,50.86666666666667
XVNZ958T6A67UD,12P,St. LRT Pegangsaan Dua - JIS,1.0,Villa Bukit Gading,-6.157028,106.89966,11,2023-04-13 06:18:58,Puskesmas Kelapa Gading,2023-04-13 06:46:07,13.0,6,Thursday,True,27.15
GNOA793V0C26AI,JAK.64,Lenteng Agung - Aseli,1.0,Sbr. SDN Jagakarsa 05,-6.337,106.81848,21,2023-04-13 05:15:17,SMKN 63,2023-04-13 05:39:25,35.0,5,Thursday,True,24.133333333333333
OUMI633D6T42EQ,9N,Pinang Ranti - Pramuka,0.0,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-13 05:42:57,BKN,2023-04-13 06:09:08,2.0,5,Thursday,True,26.183333333333334
HLBY416Y4B78QI,1T,Cibubur - Balai Kota,1.0,Balai Kota 1,-6.180598,106.82847,0,2023-04-13 05:49:26,Flyover Karet 2,2023-04-13 06:45:30,11.0,5,Thursday,True,56.06666666666667
VUDR674N2V02KD,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,1.0,Sbr. SDN Cipedak 05,-6.354871,106.80112,46,2023-04-13 05:45:07,Tanah Baru Cipedak,2023-04-13 06:07:55,50.0,5,Thursday,True,22.8
RGXT730Y3I97CV,1F,Stasiun Palmerah - Bundaran Senayan,0.0,Senayan JCC Arah Timur,-6.214145,106.809,4,2023-04-13 06:15:01,Bundaran Senayan,2023-04-13 06:53:55,6.0,6,Thursday,True,38.9
YCTM895S7M44RR,B21,Bekasi Timur - Cawang,1.0,Superindo Bulak Kapal 2,-6.249488,107.02384,9,2023-04-13 06:19:59,Taman Margahayu 2,2023-04-13 07:05:33,10.0,6,Thursday,True,45.56666666666667
XGPM512U1S79HY,14,Jakarta International Stadium - Senen,1.0,Jembatan Item,-6.130078,106.85492,13,2023-04-13 05:25:30,JIS,2023-04-13 06:20:23,14.0,5,Thursday,True,54.88333333333333
YUAD563V1T40UQ,2F,Rusun Cakung Barat - Pulo Gadung,1.0,Rusun Cakung Barat Albo,-6.16751,106.93243,0,2023-04-13 06:07:24,Pulo Jaya,2023-04-13 06:33:18,13.0,6,Thursday,True,25.9
BCME007Z1T42JV,13C,Puri Beta - Dukuh Atas,0.0,Mayestik,-6.241921,106.79077,8,2023-04-13 06:16:42,Rawa Barat,2023-04-13 06:45:46,11.0,6,Thursday,True,29.066666666666666
LOMZ722G1C00CE,1,Blok M - Kota,0.0,Bendungan Hilir,-6.217137,106.81528,6,2023-04-13 05:39:34,Monas,2023-04-13 06:07:52,13.0,5,Thursday,True,28.3
SBTJ524E7O99PH,JAK.01,Tanjung Priok - Plumpang,1.0,Jln. Flamboyan Berdikari,-6.120868,106.89439,0,2023-04-13 05:03:58,Jln. Swasembada Barat V,2023-04-13 05:36:56,14.0,5,Thursday,True,32.96666666666667
MMUY061R8E51MX,JAK.120,JIS - Terminal Muara Angke,0.0,Sbr. Waduk Pluit,-6.113824,106.79461,34,2023-04-13 05:07:26,SD Diakonia 2,2023-04-13 05:43:52,36.0,5,Thursday,True,36.43333333333333
LRWI247M7D00EP,4B,Stasiun Manggarai - UI,0.0,Warga,-6.273295,106.84656,28,2023-04-13 05:52:42,SMAN 109,2023-04-13 06:20:16,44.0,5,Thursday,True,27.566666666666666
LZTR732I8K30GY,7C,Cibubur - BKN,0.0,Cibubur Junction,-6.368735,106.89366,0,2023-04-13 05:22:34,BKN,2023-04-13 06:13:27,1.0,5,Thursday,True,50.88333333333333
PHKQ849B2J71WL,8C,Kebayoran Lama - Tanah Abang,1.0,Jln. Taman Kb. Sirih,-6.182295,106.81661,5,2023-04-13 06:31:15,SMAN 24,2023-04-13 07:21:06,21.0,6,Thursday,True,49.85
VQTC604G5N87KU,5,Matraman Baru - Ancol,0.0,Slamet Riyadi,-6.208533,106.85929,1,2023-04-13 05:08:17,Budi Utomo,2023-04-13 05:43:28,9.0,5,Thursday,True,35.18333333333333
GHIM423W3O02TP,11N,Rusun Cipinang Muara - Jatinegara,0.0,Jln. Bekasi Timur VI,-6.214956,106.87866,9,2023-04-13 05:40:08,Ps. Enjo 1,2023-04-13 06:25:52,10.0,5,Thursday,True,45.733333333333334
LFLV697S1B64HU,JAK.10,Tanah Abang - Kota,1.0,Rusun Karang Anyar,-6.153256,106.82748,20,2023-04-13 06:02:25,AURI Jatibaru,2023-04-13 06:32:30,40.0,6,Thursday,True,30.083333333333332
EXCA461K3I76UC,6V,Ragunan - Gelora Bung Karno,0.0,Duren Tiga,-6.252377,106.82697,8,2023-04-13 05:48:13,Masjid Agung,2023-04-13 06:09:29,13.0,5,Thursday,True,21.266666666666666
RZMK960L4U94US,12,Tanjung Priok - Pluit,1.0,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,2023-04-13 05:02:22,Permai Koja Arah Utara,2023-04-13 05:37:53,18.0,5,Thursday,True,35.516666666666666
SVDP950T6Z49HW,JAK.36,Cilangkap - Cililitan,1.0,Pintu 3 TMII,-6.305153,106.88853,12,2023-04-13 06:31:28,Simpang Mabes Hankam Raya Ceger,2023-04-13 07:11:15,13.0,6,Thursday,True,39.78333333333333
GGQI538H6M62DB,2E,Rusun Rawa Bebek - Kodamar,1.0,Kelapa Gading Utama,-6.176481,106.89487,4,2023-04-13 06:00:33,Walikota Jakarta Timur 1,2023-04-13 06:51:28,23.0,6,Thursday,True,50.916666666666664
ENTG141X8V30LK,JAK.14,Tanah Abang - Meruya,1.0,Sbr. Perum Qoriyah Toyibah,-6.19777,106.75877,15,2023-04-13 06:19:46,Jln. Sitrun,2023-04-13 07:04:25,19.0,6,Thursday,True,44.65
IGXE319J1G37EC,JAK.20,Cawang UKI - Lubang Buaya,0.0,Pertigaan Jengki Raya,-6.255038,106.87911,4,2023-04-13 06:31:27,SMA Angkasa 2,2023-04-13 07:01:57,28.0,6,Thursday,True,30.5
AAEF231Y0J60PI,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1.0,Pulo Mas,-6.174736,106.89277,22,2023-04-13 05:50:48,Pulo Gadung 1,2023-04-13 06:44:12,24.0,5,Thursday,True,53.4
MUUS066T0N80SK,JAK.07,Tanah Abang - Grogol via Tawakal,1.0,Museum Textile,-6.188656,106.80954,29,2023-04-13 06:52:31,Jak Lingko Tanah Abang,2023-04-13 07:51:15,31.0,6,Thursday,True,58.733333333333334
YJML995F7S38DP,JAK.41,Kampung Melayu - Pulo Gadung,0.0,Sbr. Gereja Kristen Jawa,-6.2014,106.88588,28,2023-04-13 06:50:28,St. LRT Velodrome 3,2023-04-13 07:50:05,37.0,6,Thursday,True,59.61666666666667
YSVN455K8T48RP,M10,PGC 2 - Tanjung Priok,1.0,Cipinang Kebon Nanas,-6.231659,106.87637,16,2023-04-13 06:01:29,PGC 2,2023-04-13 06:27:22,21.0,6,Thursday,True,25.883333333333333
VOSO531N1A16NU,7Q,Blok M - PGC,1.0,Wolter Monginsidi,-6.238799,106.81376,26,2023-04-13 05:53:29,Jln. Palatehan,2023-04-13 06:28:48,31.0,5,Thursday,True,35.31666666666667
QZAS692Z6E33KD,M3,Kalideres - Bundaran HI via Veteran,1.0,Sumur Bor,-6.153046,106.71929,2,2023-04-13 06:17:11,Grogol 1,2023-04-13 06:45:17,10.0,6,Thursday,True,28.1
YEWG570R5L00RO,8A,Jelambar - Juanda,0.0,Petojo,-6.169984,106.81698,5,2023-04-13 05:59:42,Juanda,2023-04-13 06:30:16,7.0,5,Thursday,True,30.566666666666666
UPIV672N0N67SR,1E,Pondok Labu - Blok M,0.0,Sbr. ITC Fatmawati,-6.26343,106.7969,16,2023-04-13 05:40:48,Plaza Blok M,2023-04-13 06:23:17,20.0,5,Thursday,True,42.483333333333334
MGNO137A7S08BO,3A,Rusun Pesakih - Kalideres,1.0,Kalideres 1,-6.154249,106.70544,0,2023-04-13 06:58:27,Pertamina Kalideres Daan Mogot,2023-04-13 07:40:22,2.0,6,Thursday,True,41.916666666666664
ZIIQ814L4L11VO,M7B,,1.0,Lapangan Blok S,-6.237011,106.81421,6,2023-04-13 06:03:42,Dammara,2023-04-13 07:01:03,18.0,6,Thursday,True,57.35
XZFK852M8B15GN,5D,PGC 1 - Ancol,1.0,BNN LRT,-6.245863,106.871143,19,2023-04-13 06:12:09,PGC 2,2023-04-13 06:46:53,22.0,6,Thursday,True,34.733333333333334
NXVN501Q2Q17BF,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,Jln. Kota Bambu Raya,-6.186802,106.80783,23,2023-04-13 06:38:58,Kel. Jati Pulo,2023-04-13 07:17:30,35.0,6,Thursday,True,38.53333333333333
VEQA507S8C58VC,1M,Meruya - Blok M,0.0,Jln. Cipulir 1,-6.237267,106.7754,32,2023-04-13 05:18:17,CSW 2,2023-04-13 05:38:58,40.0,5,Thursday,True,20.683333333333334
BKJQ328K9P77GK,2E,Rusun Rawa Bebek - Kodamar,0.0,Pengadilan Negeri Jaktim 2,-6.212604,106.94082,3,2023-04-13 06:01:04,Simpang Tiga 1,2023-04-13 06:44:56,6.0,6,Thursday,True,43.86666666666667
IHIH874C7K69RN,9F,Rusun Tambora - Pluit,0.0,Jembatan Dua,-6.143279,106.79352,5,2023-04-13 06:12:58,Pluit,2023-04-13 07:09:58,8.0,6,Thursday,True,57.0
XAEB239Q5O55HL,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,Ps. Inpres Cipinang Besar,-6.22645,106.88078,5,2023-04-13 05:41:03,Taman Buaran Indah,2023-04-13 06:24:58,22.0,5,Thursday,True,43.916666666666664
TSML556X5W26WJ,M4,Pulo Gadung 2 - Dukuh Atas 2,1.0,Velodrome,-6.193468,106.8883,5,2023-04-13 06:14:04,Dukuh Atas 2,2023-04-13 06:37:22,15.0,6,Thursday,True,23.3
GOQI622I3K10PN,10D,Kampung Rambutan - Tanjung Priok,0.0,Cempaka Putih,-6.174207,106.87642,8,2023-04-13 06:29:22,Pasar Induk Kramat Jati,2023-04-13 07:06:19,13.0,6,Thursday,True,36.95
BPCS940F0B32KC,13D,Puri Beta - Ragunan,1.0,Duren Tiga,-6.252377,106.82697,8,2023-04-13 06:50:37,Kebayoran Lama,2023-04-13 07:18:33,16.0,6,Thursday,True,27.933333333333334
SPGF667X2D21NX,5N,Kampung Melayu - Ragunan,1.0,Kav Polri Blok E Jagakarsa,-6.314309,106.81633,11,2023-04-13 05:48:49,Sbr. Jln. Kemang Timur XVII,2023-04-13 06:17:12,32.0,5,Thursday,True,28.383333333333333
ZFPF917Q3M85KK,JAK.49,Lebak Bulus - Cipulir,0.0,Jln. Metro Duta 1,-6.283107,106.78028,47,2023-04-13 06:34:38,Jln. Lebak Bulus Raya,2023-04-13 07:12:50,51.0,6,Thursday,True,38.2
KGJR616G6N55RX,JIS3,,1.0,Pecenongan,-6.16771,106.82819,6,2023-04-13 05:29:56,Sunter Icon,2023-04-13 06:18:38,12.0,5,Thursday,True,48.7
IWYN058P6R15WC,1P,Senen - Blok M,1.0,Kementerian Pariwisata,-6.1795,106.82255,19,2023-04-13 06:17:22,Monas 2,2023-04-13 07:03:17,21.0,6,Thursday,True,45.916666666666664
SAAB979T1K47QY,6T,Pasar Minggu - Velbak,0.0,Simpang Tunda Bara TB Simatupang,-6.292612,106.7987,17,2023-04-13 06:55:59,Simpang Darmawangsa X,2023-04-13 07:51:18,32.0,6,Thursday,True,55.31666666666667
FIZU759Z6Q07CE,JAK.26,Rawamangun - Duren Sawit,0.0,Gg. Subuh,-6.211257,106.89058,32,2023-04-13 06:40:55,Simpang Cipinang Kebembem 1,2023-04-13 07:21:33,40.0,6,Thursday,True,40.63333333333333
DTMA866J7F07NO,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,Rusun Pondok Bambu,-6.241583,106.91085,0,2023-04-13 05:17:00,Masjid Jami Al Barkah 1,2023-04-13 06:01:52,5.0,5,Thursday,True,44.86666666666667
WCDY386G6E04VQ,5F,Kampung Melayu - Tanah Abang,0.0,Viva Futsal,-6.218724,106.81944,17,2023-04-13 05:23:04,Kesatrian Kowal Cut Nyak Dhien,2023-04-13 06:14:30,24.0,5,Thursday,True,51.43333333333333
RZQU243O1U91KN,JAK.73,Jambore Cibubur - Pasar Rebo,1.0,Gelanggang Remaja Ciracas,-6.33946,106.88226,20,2023-04-13 06:42:36,Jln. Dahlia KDW,2023-04-13 07:23:35,53.0,6,Thursday,True,40.983333333333334
YMFC211E8P66SJ,12,Tanjung Priok - Pluit,0.0,Mangga Dua,-6.136148,106.82597,13,2023-04-13 06:43:54,Kali Besar Barat,2023-04-13 07:37:02,15.0,6,Thursday,True,53.13333333333333
COLJ610W3Q51AB,JAK.32,Lebak Bulus - Petukangan,1.0,Sbr. TK Tunas Harapan,-6.232157,106.75153,12,2023-04-13 06:19:27,Simpang Sabar Raya Petukangan 2,2023-04-13 06:52:42,19.0,6,Thursday,True,33.25
RUJP144F4U23BN,3F,Kalideres - Gelora Bung Karno,0.0,Dispenda Samsat Barat,-6.154634,106.7381,11,2023-04-13 06:46:55,Jembatan Baru,2023-04-13 07:44:24,12.0,6,Thursday,True,57.483333333333334
AUNA409L7F76PL,JAK.50,Kalideres - Puri Kembangan,0.0,St. Rawa Buaya,-6.163471,106.72374,31,2023-04-13 06:33:34,Pool Blue Bird Puri 2,2023-04-13 07:05:13,34.0,6,Thursday,True,31.65
BPNV315S1Q14IX,7D,Pancoran - Kampung Rambutan,0.0,BNN Arah Barat,-6.24651,106.87318,8,2023-04-13 06:17:43,Pancoran Tugu Arah Barat,2023-04-13 06:49:42,13.0,6,Thursday,True,31.983333333333334
VGKP152R9F98NR,2P,Gondangdia - Senen,1.0,Cut Meutia,-6.187542,106.83294,25,2023-04-13 06:09:01,Selatan St. Gondangdia,2023-04-13 06:53:28,26.0,6,Thursday,True,44.45
VWAZ092K7X45WK,JAK.29,Tanjung Priok - Sukapura,1.0,RSUD Koja,-6.108205,106.89982,7,2023-04-13 06:20:58,Taman Barito Sembar,2023-04-13 07:14:14,32.0,6,Thursday,True,53.266666666666666
ACLI027H5W71FI,3C,Rusun Kapuk Muara - Penjaringan,0.0,Rusun Kapuk Muara,-6.135667,106.76299,0,2023-04-13 05:17:56,Penjaringan,2023-04-13 05:53:46,1.0,5,Thursday,True,35.833333333333336
MMHD349G1K68NE,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,Telkom Tebet,-6.224064,106.8516,21,2023-04-13 06:06:09,Masjid Jami Al Mamur Bukit Duri,2023-04-13 06:31:15,23.0,6,Thursday,True,25.1
ZOMC108U6X29JQ,6V,Ragunan - Gelora Bung Karno,1.0,SMK 57,-6.290967,106.82365,14,2023-04-13 06:52:42,Departemen Pertanian,2023-04-13 07:41:37,15.0,6,Thursday,True,48.916666666666664
YVGT355X7F08JA,JAK.06,Kampung Rambutan - Pondok Gede,0.0,Masjid Al Barokah 1,-6.301819,106.91382,25,2023-04-13 06:47:37,Sbr. Jln. Mini II,2023-04-13 07:35:04,37.0,6,Thursday,True,47.45
MINE653L6X91YZ,JAK.45,Lebak Bulus - Ragunan,1.0,PLN Corporate University 2,-6.300935,106.82136,3,2023-04-13 06:02:19,Sbr. SMAN 66,2023-04-13 06:46:03,24.0,6,Thursday,True,43.733333333333334
ZHFK233N3Y40DG,8K,Batusari - Grogol,1.0,Ps. Kopro 2,-6.177343,106.78369,10,2023-04-13 05:10:39,Simpang Kemanggisan Ilir Raya,2023-04-13 05:41:25,15.0,5,Thursday,True,30.766666666666666
RZGQ220H4C48GW,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,Komplek Abadi 2,-6.229722,106.90813,14,2023-04-13 06:28:23,Jln. Melati Bhakti,2023-04-13 07:06:01,16.0,6,Thursday,True,37.63333333333333
LTZY776Y9P63JB,12B,Pluit - Senen,1.0,Aston Pluit 2,-6.124268,106.79419,30,2023-04-13 06:58:47,Ps. Muara Karang,2023-04-13 07:47:37,35.0,6,Thursday,True,48.833333333333336
OLIK612U5Y94SC,7C,Cibubur - BKN,1.0,BKN,-6.257751,106.87,0,2023-04-13 06:43:13,Cibubur Junction,2023-04-13 07:40:48,2.0,6,Thursday,True,57.583333333333336
LKPL059P3J21PT,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1.0,Sbr. SDN Rorotan 03,-6.144294,106.95622,39,2023-04-13 05:01:21,Sbr. MIN 20 Jakarta,2023-04-13 05:49:38,60.0,5,Thursday,True,48.28333333333333
XBZK640Z4M51WD,JAK.46,Pasar Minggu - Jagakarsa,0.0,Masjid Darussalam Cipedak,-6.346656,106.81014,5,2023-04-13 05:37:33,Simpang Warung Sila Rindang,2023-04-13 06:11:20,6.0,5,Thursday,True,33.78333333333333
QEBH843E7B17QJ,S21,Ciputat - CSW,0.0,Yado I,-6.253745,106.79098,24,2023-04-13 06:08:30,Antena II,2023-04-13 06:32:59,26.0,6,Thursday,True,24.483333333333334
ONFB772O6X58ZK,4,Pulo Gadung 2 - Tosari,0.0,Pulo Gadung 2,-6.183098,106.90872,0,2023-04-13 06:00:16,Pramuka LIA,2023-04-13 06:27:32,6.0,6,Thursday,True,27.266666666666666
BBJN870C9O06JC,M12,Sunter Boulevard Barat - Penjaringan,0.0,Mangga Dua,-6.136148,106.82597,8,2023-04-13 06:36:24,Bandengan Selatan,2023-04-13 07:24:45,11.0,6,Thursday,True,48.35
AUHW642X9V39JH,1N,Tanah Abang - Blok M,0.0,Sari Pan Pacific,-6.185037,106.82325,8,2023-04-13 06:05:42,Flyover Karet 2,2023-04-13 06:43:01,17.0,6,Thursday,True,37.31666666666667
EUKR161Z2X79MS,D32,Cinere - Bundaran Senayan,0.0,Gelora Bung Karno 1,-6.224642,106.8056,12,2023-04-13 06:44:21,Bundaran Senayan 1,2023-04-13 07:19:21,14.0,6,Thursday,True,35.0
WPTN177J7P57ZO,M7,Kampung Rambutan - Monas,0.0,Bank Indonesia Arah Utara,-6.182776,106.8228,26,2023-04-13 06:20:17,Monas,2023-04-13 06:43:24,27.0,6,Thursday,True,23.116666666666667
JRYB174K9K45JS,JAK.27,Pulo Gebang - Rorotan,0.0,Masjid Al Barkah 2,-6.184779,106.94595,17,2023-04-13 06:49:25,Gempol Baru 2,2023-04-13 07:19:39,21.0,6,Thursday,True,30.233333333333334
QLCR632B6Y28MZ,JAK.18,Kalibata - Kuningan,0.0,Sbr. SMA Islam As Syafiiyah 01,-6.220785,106.85332,34,2023-04-13 06:00:19,Puri Imperium,2023-04-13 06:28:30,59.0,6,Thursday,True,28.183333333333334
ZTUS326M6F66AX,13,Ciledug - Tendean,0.0,Kebayoran Lama,-6.23834,106.77752,7,2023-04-13 05:15:17,Tirtayasa,2023-04-13 06:11:09,11.0,5,Thursday,True,55.86666666666667
PTZB999F4R37WD,JAK.51,Taman Kota - Budi Luhur,0.0,Sbr. TK Al Husna Petukangan Utara,-6.231887,106.74517,3,2023-04-13 05:24:04,Simpang Kembangan Raya 2,2023-04-13 05:46:33,42.0,5,Thursday,True,22.483333333333334
CCTW359D8G67UF,2F,Rusun Cakung Barat - Pulo Gadung,0.0,Cakung United Tractors,-6.18324,106.92998,3,2023-04-13 06:25:14,Rusun Tipar Cakung,2023-04-13 06:50:36,5.0,6,Thursday,True,25.366666666666667
VWWP845J2E51GQ,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,UPT. LLHD 2,-6.225501,106.83489,17,2023-04-13 06:12:27,Telkom Tebet,2023-04-13 06:45:59,21.0,6,Thursday,True,33.53333333333333
EVKE803C8I53WP,S11,BSD - Jelambar,1.0,Melati Mas Residence 2,-6.271291,106.65563,18,2023-04-13 06:17:21,Term. BSD,2023-04-13 06:45:37,27.0,6,Thursday,True,28.266666666666666
EWWS075S4C29UR,6U,Blok M - Pasar Minggu,0.0,Simpang Rawa Barat,-6.238408,106.81489,7,2023-04-13 06:23:46,Jati Padang 2,2023-04-13 07:00:01,21.0,6,Thursday,True,36.25
GAJX547M6N86NV,9D,Pasar Minggu - Tanah Abang,1.0,Explorer Tanah Abang,-6.184305,106.81158,44,2023-04-13 05:52:49,JPO Blok G,2023-04-13 06:15:05,47.0,5,Thursday,True,22.266666666666666
XEBV061A2B00PC,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1.0,Pospol PIK Penggilingan,-6.203442,106.93258,24,2023-04-13 05:04:44,Walikota Jakarta Timur,2023-04-13 05:38:34,30.0,5,Thursday,True,33.833333333333336
MXMU818K3V09IF,JAK.51,Taman Kota - Budi Luhur,0.0,Jln. B Basmol Raya,-6.161701,106.75176,47,2023-04-13 06:31:22,Perum Taman Kota 2,2023-04-13 07:31:10,49.0,6,Thursday,True,59.8
YOUG639V9Y18MT,1E,Pondok Labu - Blok M,0.0,SMKN 28,-6.284944,106.79578,10,2023-04-13 06:18:13,Jln. Sungai Sambas VI,2023-04-13 07:10:44,19.0,6,Thursday,True,52.516666666666666
TTSV703X2Q44FC,10,Tanjung Priok - PGC 2,1.0,Stasiun Jatinegara Arah Utara,-6.21542,106.8742,7,2023-04-13 06:50:30,Permai Koja Arah Utara,2023-04-13 07:10:47,19.0,6,Thursday,True,20.283333333333335
BAWF842Y9A23WD,M1H,Tanah Abang - St. Gondangdia,1.0,Sbr. MNC Center,-6.182744,106.83084,10,2023-04-13 05:07:50,St. Gondangdia 2,2023-04-13 05:40:39,11.0,5,Thursday,True,32.81666666666667
WJKG780T5R21EH,JAK.54,Grogol - Benhil,0.0,Koramil Jln. Brigjen Katamso,-6.189138,106.80508,13,2023-04-13 05:39:43,STIE IBEK,2023-04-13 06:23:47,29.0,5,Thursday,True,44.06666666666667
NQWR507I3B06FI,2B,Harapan Indah - ASMI,1.0,Cakung United Tractors,-6.18324,106.92998,8,2023-04-13 05:54:15,Pasar Modern Harapan Indah,2023-04-13 06:45:32,28.0,5,Thursday,True,51.28333333333333
DPSC366P7R16LA,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0.0,YPI Asyaadah,-6.191129,106.94382,52,2023-04-13 06:16:51,Gg. Barokah Lingkar Timur,2023-04-13 07:07:07,56.0,6,Thursday,True,50.266666666666666
NYVB598S1Z06WW,JAK.36,Cilangkap - Cililitan,0.0,Jln. Damai PBSI Cilangkap,-6.332964,106.89167,12,2023-04-13 05:04:55,RS Restu Kasih,2023-04-13 05:26:44,43.0,5,Thursday,True,21.816666666666666
IOIM978D1M95EA,M11,Pulo Gebang - Pulo Gadung 2,1.0,Pasar Pulo Gadung,-6.187434,106.90591,0,2023-04-13 05:18:18,Flyover Radin Inten,2023-04-13 05:48:52,4.0,5,Thursday,True,30.566666666666666
EYSJ447F4R64ZG,1Q,Rempoa - Blok M,1.0,Masjid Pondok Indah 2,-6.261469,106.78201,15,2023-04-13 05:26:50,RS Dr Suyoto,2023-04-13 06:23:26,24.0,5,Thursday,True,56.6
BVXC515U5Z49QN,JAK.50,Kalideres - Puri Kembangan,0.0,Jln. Puri Lingkar Dalam,-6.184763,106.73503,56,2023-04-13 05:05:38,Puri Kembangan,2023-04-13 05:26:41,57.0,5,Thursday,True,21.05
CEAF774A4F38MA,10K,Tanjung Priok - Senen via Taman BMW,0.0,Ps. Kemayoran,-6.161032,106.8549,22,2023-04-13 05:46:18,RSPAD 3,2023-04-13 06:13:54,36.0,5,Thursday,True,27.6
CXJP529H7A78BF,6N,Ragunan - Blok M via Kemang,0.0,Ragunan,-6.305769,106.81949,0,2023-04-13 06:22:33,STPDN,2023-04-13 07:04:51,8.0,6,Thursday,True,42.3
CTXP072B0N95PR,JAK.120,JIS - Terminal Muara Angke,1.0,SMKN 56,-6.119094,106.79423,8,2023-04-13 06:09:12,Pangeran Jayakarta 1,2023-04-13 06:39:30,20.0,6,Thursday,True,30.3
SJOP152P2N49UM,5C,PGC - Juanda,0.0,Balai Kota,-6.180488,106.82646,17,2023-04-13 05:22:17,Pecenongan,2023-04-13 06:09:18,19.0,5,Thursday,True,47.016666666666666
QREG964K4X90EE,6D,Stasiun Tebet - Karet via Underpass,0.0,Sbr. Standard Chartered,-6.217407,106.81934,13,2023-04-13 06:20:34,Kota Kasablanka,2023-04-13 07:17:03,20.0,6,Thursday,True,56.483333333333334
FBZV691Y6V27AY,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,Andara Margasatwa 4,-6.312578,106.80356,35,2023-04-13 05:44:42,Andara Margasatwa 1,2023-04-13 06:21:48,36.0,5,Thursday,True,37.1
AFCQ971E6S66HU,6A,Ragunan - MH Thamrin via Kuningan,0.0,Buncit Indah,-6.274333,106.83029,5,2023-04-13 06:00:42,Imigrasi,2023-04-13 06:31:17,7.0,6,Thursday,True,30.583333333333332
